question_id,question_domain,question_type,answer_score,rationale_score,wA,wR,Final Score,Explanation Code
243,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
244,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
245,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
246,Computer Systems and Architecture,FB,0.0,2.0,0.0,1.0,0.0,E0
247,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
248,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E3
249,Computer Systems and Architecture,MS,2.0,1.0,1.0,0.5,32.5,E3
250,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
251,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
252,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
253,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
254,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E1
255,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
256,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
257,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
258,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
259,Software Engineering and AI Fundamentals,OE,0.0,2.0,0.0,1.0,0.0,E0
260,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
261,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
262,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
263,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
264,Software Engineering and AI Fundamentals,MS,0.0,2.0,0.0,1.0,0.0,E0
265,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
266,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
267,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
268,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
269,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
270,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
271,Data Structures and Algorithms,OE,1.0,2.0,0.5,1.0,32.5,E0
272,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
273,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
274,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
275,Cybersecurity,OE,2.0,2.0,1.0,1.0,100.0,E0
276,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
277,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
278,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
279,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
280,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
281,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
282,Computer Systems and Architecture,TF,0.0,2.0,0.0,1.0,0.0,E0
283,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
284,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
285,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
286,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
287,Data Structures and Algorithms,MS,0.0,2.0,0.0,1.0,0.0,E0
288,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
289,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
290,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
291,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
292,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
293,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
294,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
295,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E3
296,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
297,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
298,Computer Systems and Architecture,OE,0.0,1.0,0.0,0.5,0.0,E3
299,Cybersecurity,TF,2.0,1.0,1.0,0.5,32.5,E1
300,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
301,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
302,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
303,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
304,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
305,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
306,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
307,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
308,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
309,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
310,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
311,Software Engineering and AI Fundamentals,TF,0.0,2.0,0.0,1.0,0.0,E0
312,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
313,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
314,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
315,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
316,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
317,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
318,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
319,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E1
320,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
321,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
322,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
323,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
324,Software Engineering and AI Fundamentals,MS,2.0,1.0,1.0,0.5,32.5,E3
325,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
326,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
327,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
328,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
329,Databases and Information Systems,OE,1.0,2.0,0.5,1.0,32.5,E0
330,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
331,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
332,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,E3
333,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
334,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
335,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
336,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
337,Cybersecurity,TF,0.0,1.0,0.0,0.5,0.0,E1
338,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
339,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
340,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
341,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
342,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
343,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E1
344,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
