question_id,question_domain,question_type,answer_score,rationale_score,wA,wR,Final Score,Explanation Code
101,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
102,Databases and Information Systems,OE,0.0,1.0,0.0,0.5,0.0,E3
103,Databases and Information Systems,OE,2.0,1.0,1.0,0.5,32.5,E3
104,Databases and Information Systems,OE,2.0,1.0,1.0,0.5,32.5,E3
105,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
106,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
107,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,E3
108,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
109,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,E3
110,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
111,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,E1
112,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,E3
113,Databases and Information Systems,TF,2.0,0.0,1.0,0.0,0.0,E1
114,Databases and Information Systems,OE,0.0,0.0,0.0,0.0,0.0,E1
115,Databases and Information Systems,OE,1.0,2.0,0.5,1.0,32.5,E0
116,Databases and Information Systems,OE,2.0,1.0,1.0,0.5,32.5,E3
117,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
118,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
119,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E1
120,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E1
121,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
122,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
123,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
124,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
125,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
126,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,E3
127,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
128,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
129,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
130,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
131,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
132,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
133,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
134,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
135,Software Engineering and AI Fundamentals,MS,0.0,2.0,0.0,1.0,0.0,E0
136,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
137,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
138,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
139,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
140,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
141,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
142,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
143,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
144,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
145,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
146,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
147,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
148,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
149,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
150,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
151,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
152,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
153,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
154,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
155,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
156,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
157,Software Engineering and AI Fundamentals,MC,0.0,0.0,0.0,0.0,0.0,E1
158,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
159,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
160,Software Engineering and AI Fundamentals,MC,0.0,0.0,0.0,0.0,0.0,E2
161,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
162,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E1
163,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
164,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
165,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
166,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
167,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
168,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
169,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E3
170,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
171,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E11
172,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
173,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
174,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E3
175,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
176,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
177,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
178,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
179,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
180,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,E3
181,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
182,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E1
183,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
184,Computer Systems and Architecture,FB,1.0,2.0,0.5,1.0,32.5,E0
185,Computer Systems and Architecture,FB,1.0,2.0,0.5,1.0,32.5,E0
186,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E1
187,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
188,Computer Systems and Architecture,FB,1.0,1.0,0.5,0.5,50.0,E1
189,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E3
190,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E5
191,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
192,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,E3
193,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,E3
194,Databases and Information Systems,MS,1.0,1.0,0.5,0.5,50.0,E1
195,Databases and Information Systems,MS,1.0,1.0,0.5,0.5,50.0,E1
196,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E1
197,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E1
198,Computer Systems and Architecture,MS,0.0,0.0,0.0,0.0,0.0,E1
199,Computer Systems and Architecture,MS,0.0,0.0,0.0,0.0,0.0,E1
200,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E1
201,Databases and Information Systems,FB,2.0,1.0,1.0,0.5,32.5,E1
202,Databases and Information Systems,MS,2.0,1.0,1.0,0.5,32.5,E1
203,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E1
204,Databases and Information Systems,FB,0.0,0.0,0.0,0.0,0.0,E1
205,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
206,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E1
207,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,E3
208,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,E2
209,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
210,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
211,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E3
212,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E3
213,Databases and Information Systems,MS,0.0,0.0,0.0,0.0,0.0,E1
214,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
215,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
216,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E1
217,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
218,Databases and Information Systems,FB,2.0,1.0,1.0,0.5,32.5,E1
219,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E3
220,Data Structures and Algorithms,MS,0.0,0.0,0.0,0.0,0.0,E1
221,Data Structures and Algorithms,MS,0.0,0.0,0.0,0.0,0.0,E1
222,Data Structures and Algorithms,MS,0.0,0.0,0.0,0.0,0.0,E2
223,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
224,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E1
225,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E1
226,Data Structures and Algorithms,MC,0.0,0.0,0.0,0.0,0.0,E1
227,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
228,Data Structures and Algorithms,FB,0.0,0.0,0.0,0.0,0.0,E1
229,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
230,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
231,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
232,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
233,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E3
234,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
235,Data Structures and Algorithms,MS,0.0,2.0,0.0,1.0,0.0,E0
236,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
237,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
238,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E1
239,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
240,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
241,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,E1
242,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E3
243,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
244,Computer Systems and Architecture,MC,0.0,0.0,0.0,0.0,0.0,E1
245,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
246,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
247,Computer Systems and Architecture,MS,2.0,1.0,1.0,0.5,32.5,E1
248,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E3
249,Computer Systems and Architecture,MS,1.0,0.0,0.5,0.0,0.0,E2
250,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
251,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E8
252,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
253,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
254,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
255,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
256,Databases and Information Systems,FB,1.0,1.0,0.5,0.5,50.0,E3
257,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,E1
258,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
259,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
260,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
261,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
262,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E2
263,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
264,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
265,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
266,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
267,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
268,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E1
269,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
270,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
271,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E3
272,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
273,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
274,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
275,Cybersecurity,OE,1.0,1.0,0.5,0.5,50.0,E3
276,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
277,Databases and Information Systems,OE,0.0,2.0,0.0,1.0,0.0,E0
278,Databases and Information Systems,MC,0.0,1.0,0.0,0.5,0.0,E1
279,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
280,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
281,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
282,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,E3
283,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
284,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
285,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
286,Computer Systems and Architecture,OE,2.0,1.0,1.0,0.5,32.5,E3
287,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
288,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
289,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
290,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
291,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
292,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E1
293,Databases and Information Systems,MC,2.0,1.0,1.0,0.5,32.5,E1
294,Databases and Information Systems,MS,1.0,1.0,0.5,0.5,50.0,E1
295,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
296,Software Engineering and AI Fundamentals,FB,1.0,1.0,0.5,0.5,50.0,E1
297,Data Structures and Algorithms,FB,1.0,0.0,0.5,0.0,0.0,E1
298,Computer Systems and Architecture,OE,1.0,1.0,0.5,0.5,50.0,E3
299,Cybersecurity,TF,0.0,2.0,0.0,1.0,0.0,E0
300,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E3
301,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
302,Software Engineering and AI Fundamentals,FB,0.0,0.0,0.0,0.0,0.0,E1
303,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E1
304,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
305,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
306,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
307,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
308,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
309,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
310,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
311,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,E3
312,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
313,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
314,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
315,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
316,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,E11
317,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E1
318,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
319,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E1
320,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
321,Computer Systems and Architecture,MC,2.0,1.0,1.0,0.5,32.5,E1
322,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
323,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
324,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
325,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
326,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E2
327,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
328,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,E3
329,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E1
330,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
331,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
332,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E3
333,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
334,Software Engineering and AI Fundamentals,MS,1.0,1.0,0.5,0.5,50.0,E1
335,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
336,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
337,Cybersecurity,TF,0.0,2.0,0.0,1.0,0.0,E0
338,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
339,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
340,Computer Systems and Architecture,MC,0.0,1.0,0.0,0.5,0.0,E1
341,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
342,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
343,Software Engineering and AI Fundamentals,FB,0.0,0.0,0.0,0.0,0.0,E1
344,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
