question_id,question_domain,question_type,average_answer_score,average_rationale_score,wA,wR,Final Score,Explanation Code
36,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E1
37,Data Structures and Algorithms,OE,1.0,0.5,0.5,0.25,16.25,"E1, E3"
38,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
39,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
40,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
41,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,"E2, E3"
42,Data Structures and Algorithms,MS,1.0,1.0,0.5,0.5,50.0,E1
43,Data Structures and Algorithms,MS,1.0,0.5,0.5,0.25,16.25,"E3, E6"
44,Data Structures and Algorithms,FB,1.0,0.5,0.5,0.25,16.25,E1
45,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
46,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
47,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
48,Computer Systems and Architecture,FB,1.0,1.0,0.5,0.5,50.0,"E1, E3"
49,Computer Systems and Architecture,TF,0.0,1.5,0.0,0.75,0.0,"E0, E1"
50,Computer Systems and Architecture,FB,1.0,1.0,0.5,0.5,50.0,E1
51,Computer Systems and Architecture,FB,1.0,1.5,0.5,0.75,41.25,"E0, E8"
52,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
53,Data Structures and Algorithms,OE,0.0,1.0,0.0,0.5,0.0,E1
54,Data Structures and Algorithms,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
55,Data Structures and Algorithms,OE,2.0,1.0,1.0,0.5,32.5,E1
56,Data Structures and Algorithms,OE,2.0,1.0,1.0,0.5,32.5,"E3, E9"
57,Data Structures and Algorithms,TF,2.0,0.5,1.0,0.25,0.0,E1
58,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
59,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
60,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
61,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
62,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
63,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
64,Data Structures and Algorithms,MC,0.0,0.0,0.0,0.0,0.0,E1
65,Data Structures and Algorithms,MC,2.0,1.0,1.0,0.5,32.5,"E1, E3"
66,Data Structures and Algorithms,MC,2.0,1.0,1.0,0.5,32.5,"E1, E3"
67,Data Structures and Algorithms,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
68,Data Structures and Algorithms,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
69,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
70,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
71,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,"E3, E7"
72,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E3
73,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
74,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
75,Data Structures and Algorithms,MS,0.0,0.5,0.0,0.25,0.0,"E1, E6"
76,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
77,Data Structures and Algorithms,MC,0.0,2.0,0.0,1.0,0.0,E0
78,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
79,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
80,Data Structures and Algorithms,MC,2.0,0.0,1.0,0.0,0.0,E1
81,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E2"
82,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
83,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
84,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
85,Data Structures and Algorithms,MC,2.0,0.5,1.0,0.25,0.0,E3
86,Data Structures and Algorithms,MC,0.0,1.5,0.0,0.75,0.0,"E0, E2"
87,Data Structures and Algorithms,MC,0.0,0.0,0.0,0.0,0.0,E1
88,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,"E11, E3"
89,Data Structures and Algorithms,FB,0.0,0.0,0.0,0.0,0.0,E1
90,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
91,Data Structures and Algorithms,MS,2.0,1.0,1.0,0.5,32.5,E1
92,Data Structures and Algorithms,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
93,Data Structures and Algorithms,OE,0.0,0.0,0.0,0.0,0.0,E1
94,Data Structures and Algorithms,OE,0.5,1.5,0.25,0.75,7.5,"E0, E3"
95,Databases and Information Systems,OE,2.0,1.0,1.0,0.5,32.5,E3
96,Databases and Information Systems,OE,1.0,1.5,0.5,0.75,41.25,"E0, E1"
97,Databases and Information Systems,FB,1.0,0.5,0.5,0.25,16.25,E1
98,Databases and Information Systems,FB,0.0,2.0,0.0,1.0,0.0,E0
99,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
100,Databases and Information Systems,OE,0.5,0.5,0.25,0.25,25.0,"E1, E3"
101,Databases and Information Systems,OE,0.0,1.5,0.0,0.75,0.0,"E0, E3"
102,Databases and Information Systems,OE,0.0,0.5,0.0,0.25,0.0,"E3, E7"
103,Databases and Information Systems,OE,0.0,1.0,0.0,0.5,0.0,E3
104,Databases and Information Systems,OE,1.0,0.5,0.5,0.25,16.25,"E1, E3"
105,Databases and Information Systems,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
106,Databases and Information Systems,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
107,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
108,Databases and Information Systems,TF,0.0,0.5,0.0,0.25,0.0,E1
109,Databases and Information Systems,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
110,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,E3
111,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
112,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
113,Databases and Information Systems,TF,0.0,0.5,0.0,0.25,0.0,"E1, E3"
114,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
115,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
116,Databases and Information Systems,OE,1.0,2.0,0.5,1.0,32.5,E0
117,Software Engineering and AI Fundamentals,OE,0.5,1.0,0.25,0.5,16.25,"E1, E3"
118,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E1
119,Software Engineering and AI Fundamentals,OE,0.0,0.5,0.0,0.25,0.0,E1
120,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E1
121,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
122,Software Engineering and AI Fundamentals,OE,1.5,1.0,0.75,0.5,41.25,"E1, E3"
123,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
124,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
125,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
126,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
127,Software Engineering and AI Fundamentals,FB,1.0,1.5,0.5,0.75,41.25,"E0, E3"
128,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
129,Software Engineering and AI Fundamentals,FB,1.5,1.5,0.75,0.75,75.0,"E0, E8"
130,Software Engineering and AI Fundamentals,FB,1.0,1.0,0.5,0.5,50.0,E3
131,Software Engineering and AI Fundamentals,FB,0.5,0.5,0.25,0.25,25.0,"E3, E4"
132,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
133,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
134,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
135,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
136,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
137,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
138,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
139,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
140,Software Engineering and AI Fundamentals,OE,0.0,0.5,0.0,0.25,0.0,"E1, E2"
141,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
142,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
143,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
144,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
145,Software Engineering and AI Fundamentals,OE,1.5,1.0,0.75,0.5,41.25,"E11, E3"
146,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E3, E9"
147,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
148,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
149,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
150,Software Engineering and AI Fundamentals,OE,1.5,2.0,0.75,1.0,66.25,E0
151,Software Engineering and AI Fundamentals,OE,2.0,1.5,1.0,0.75,66.25,"E0, E3"
152,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,"E3, E9"
153,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
154,Software Engineering and AI Fundamentals,MC,2.0,0.5,1.0,0.25,0.0,E1
155,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
156,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
157,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E3
158,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,E1
159,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
160,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E3
161,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
162,Software Engineering and AI Fundamentals,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
163,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E1
164,Software Engineering and AI Fundamentals,MC,2.0,1.5,1.0,0.75,66.25,"E0, E3"
165,Software Engineering and AI Fundamentals,MC,2.0,1.5,1.0,0.75,66.25,"E0, E3"
166,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
167,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,E1
168,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
169,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
170,Computer Systems and Architecture,TF,0.0,0.0,0.0,0.0,0.0,E1
171,Computer Systems and Architecture,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
172,Computer Systems and Architecture,TF,0.0,0.0,0.0,0.0,0.0,E1
173,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,"E3, E5"
174,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
175,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
176,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
177,Data Structures and Algorithms,TF,0.0,0.5,0.0,0.25,0.0,E1
178,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,"E11, E3"
179,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
180,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
181,Data Structures and Algorithms,TF,0.0,2.0,0.0,1.0,0.0,E0
182,Computer Systems and Architecture,MS,0.0,0.0,0.0,0.0,0.0,"E1, E2"
183,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
184,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,E1
185,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,"E4, E6"
186,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,E1
187,Computer Systems and Architecture,FB,0.5,0.5,0.25,0.25,25.0,E1
188,Computer Systems and Architecture,FB,0.5,1.0,0.25,0.5,16.25,E3
189,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
190,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
191,Computer Systems and Architecture,FB,0.5,2.0,0.25,1.0,0.0,E0
192,Data Structures and Algorithms,TF,2.0,0.5,1.0,0.25,0.0,"E1, E7"
193,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,"E11, E3"
194,Databases and Information Systems,MS,1.0,0.5,0.5,0.25,16.25,"E1, E3"
195,Databases and Information Systems,MS,1.0,0.5,0.5,0.25,16.25,"E1, E3"
196,Databases and Information Systems,MS,0.0,0.0,0.0,0.0,0.0,E1
197,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
198,Computer Systems and Architecture,MS,0.0,0.0,0.0,0.0,0.0,"E1, E2"
199,Computer Systems and Architecture,MS,0.0,0.5,0.0,0.25,0.0,E1
200,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,"E1, E7"
201,Databases and Information Systems,FB,1.0,1.0,0.5,0.5,50.0,"E1, E3"
202,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E3
203,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
204,Databases and Information Systems,FB,0.0,0.0,0.0,0.0,0.0,"E2, E3"
205,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
206,Databases and Information Systems,FB,1.0,1.0,0.5,0.5,50.0,"E1, E3"
207,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
208,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
209,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,E1
210,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E3
211,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
212,Databases and Information Systems,MS,2.0,0.5,1.0,0.25,0.0,E1
213,Databases and Information Systems,MS,0.0,0.5,0.0,0.25,0.0,E1
214,Databases and Information Systems,MS,1.0,1.5,0.5,0.75,41.25,"E0, E3"
215,Databases and Information Systems,FB,0.5,2.0,0.25,1.0,0.0,E0
216,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
217,Databases and Information Systems,FB,0.0,0.0,0.0,0.0,0.0,E1
218,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
219,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,E3
220,Data Structures and Algorithms,MS,0.0,0.5,0.0,0.25,0.0,"E1, E3"
221,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
222,Data Structures and Algorithms,MS,1.0,0.5,0.5,0.25,16.25,E1
223,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E1
224,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
225,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E3
226,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,"E11, E3"
227,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
228,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
229,Data Structures and Algorithms,FB,1.5,0.5,0.75,0.25,7.5,"E1, E3"
230,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
231,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
232,Data Structures and Algorithms,MS,0.0,2.0,0.0,1.0,0.0,E0
233,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E1
234,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
235,Data Structures and Algorithms,MS,1.0,1.0,0.5,0.5,50.0,E1
236,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
237,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
238,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
239,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E1
240,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E1
241,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
242,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,E3
243,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
244,Computer Systems and Architecture,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
245,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,"E1, E7"
246,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
247,Computer Systems and Architecture,MS,0.0,0.0,0.0,0.0,0.0,"E1, E2"
248,Computer Systems and Architecture,MS,0.0,0.5,0.0,0.25,0.0,E1
249,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
250,Computer Systems and Architecture,MS,0.0,0.5,0.0,0.25,0.0,"E1, E3"
251,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E4"
252,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,"E2, E3"
253,Software Engineering and AI Fundamentals,FB,0.0,0.0,0.0,0.0,0.0,"E1, E2"
254,Software Engineering and AI Fundamentals,FB,0.0,0.0,0.0,0.0,0.0,E1
255,Data Structures and Algorithms,MC,0.0,0.0,0.0,0.0,0.0,E1
256,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,"E1, E3"
257,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
258,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,E3
259,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E11, E3"
260,Software Engineering and AI Fundamentals,MS,1.0,0.5,0.5,0.25,16.25,E1
261,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
262,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
263,Data Structures and Algorithms,MS,1.0,1.0,0.5,0.5,50.0,E1
264,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
265,Data Structures and Algorithms,FB,0.5,0.5,0.25,0.25,25.0,E1
266,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
267,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
268,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E7"
269,Cybersecurity,TF,0.0,0.0,0.0,0.0,0.0,E1
270,Databases and Information Systems,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
271,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E1
272,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
273,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
274,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,E1
275,Cybersecurity,OE,1.0,1.0,0.5,0.5,50.0,E3
276,Software Engineering and AI Fundamentals,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
277,Databases and Information Systems,OE,1.5,0.5,0.75,0.25,7.5,"E1, E3"
278,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
279,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E3
280,Data Structures and Algorithms,TF,0.0,0.0,0.0,0.0,0.0,E1
281,Software Engineering and AI Fundamentals,MS,0.0,0.5,0.0,0.25,0.0,E1
282,Computer Systems and Architecture,TF,0.0,0.5,0.0,0.25,0.0,E1
283,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
284,Cybersecurity,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
285,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E3
286,Computer Systems and Architecture,OE,1.0,1.0,0.5,0.5,50.0,E3
287,Data Structures and Algorithms,MS,0.0,0.5,0.0,0.25,0.0,"E2, E3"
288,Data Structures and Algorithms,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
289,Data Structures and Algorithms,FB,2.0,1.0,1.0,0.5,32.5,"E1, E3"
290,Databases and Information Systems,OE,1.0,0.5,0.5,0.25,16.25,"E1, E3"
291,Software Engineering and AI Fundamentals,OE,1.0,0.5,0.5,0.25,16.25,E1
292,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
293,Databases and Information Systems,MC,2.0,1.0,1.0,0.5,32.5,"E1, E3"
294,Databases and Information Systems,MS,2.0,1.0,1.0,0.5,32.5,E3
295,Computer Systems and Architecture,MS,0.0,0.5,0.0,0.25,0.0,"E2, E3"
296,Software Engineering and AI Fundamentals,FB,0.5,1.0,0.25,0.5,16.25,"E11, E3"
297,Data Structures and Algorithms,FB,0.5,0.5,0.25,0.25,25.0,E1
298,Computer Systems and Architecture,OE,0.0,0.0,0.0,0.0,0.0,E1
299,Cybersecurity,TF,0.0,1.0,0.0,0.5,0.0,E1
300,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
301,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,"E11, E3"
302,Software Engineering and AI Fundamentals,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
303,Computer Systems and Architecture,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
304,Computer Systems and Architecture,MC,0.0,1.0,0.0,0.5,0.0,E3
305,Cybersecurity,FB,0.5,1.0,0.25,0.5,16.25,"E3, E8"
306,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
307,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
308,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,E4
309,Data Structures and Algorithms,MS,0.0,1.5,0.0,0.75,0.0,"E0, E1"
310,Cybersecurity,MS,0.0,1.5,0.0,0.75,0.0,"E0, E3"
311,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,E1
312,Computer Systems and Architecture,FB,0.0,0.0,0.0,0.0,0.0,"E4, E7"
313,Software Engineering and AI Fundamentals,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
314,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,E3
315,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
316,Databases and Information Systems,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
317,Databases and Information Systems,MS,2.0,1.0,1.0,0.5,32.5,"E1, E3"
318,Data Structures and Algorithms,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
319,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E3
320,Software Engineering and AI Fundamentals,TF,0.0,0.5,0.0,0.25,0.0,E1
321,Computer Systems and Architecture,MC,2.0,0.5,1.0,0.25,0.0,E1
322,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
323,Databases and Information Systems,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
324,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E3
